#ID	Group1_fpkm	Group2_fpkm	FDR	log2FC	regulated
ENSG00000007047	0.860267210746908	2.07860680891417	2.0934086369051e-05	1.27845108330707	up
ENSG00000014164	1.68030521631489	4.3935634021482	1.18115146552356e-08	1.3961269591366	up
ENSG00000034152	6.12995627418136	13.4284845566903	9.77825098669172e-09	1.14840292234143	up
ENSG00000036448	1.99796802336413	0.893752918241167	0.000576057193787949	-1.12562121642539	down
ENSG00000069188	0.197875099496491	0.0229035940578085	0.000767381807555312	-2.74441874819083	down
ENSG00000072071	2.23286818868493	4.51983968857805	1.95231442234878e-07	1.03548376909818	up
ENSG00000074855	1.63295300064067	3.81637068846936	5.66285710323911e-07	1.23647623014029	up
ENSG00000075275	2.62035914420534	5.67137710096556	5.41636735462703e-11	1.13336467344754	up
ENSG00000076826	0.507152508176399	1.39416662861031	0.000416489360944294	1.44664912083773	up
