#ID	L01	L02	L03	L04
TCONS_00000010	0.097920912775507	0	0.797322554466671	0.834893329760166
TCONS_00000076	0	3.43378055833162	1.1190292276424	0
TCONS_00000077	4.4425964888457	1.94329339290196	0.531969278986926	2.04246641961463
TCONS_00000078	3.28146331562466	3.90425308937576	1.11767282857859	3.73045519615565
TCONS_00000362	0.375634174666628	0.0492932958199522	0.809631292897176	2.63754421903229
TCONS_00000363	0	0.0684165581793514	1.21737045563697	1.63427484797133
TCONS_00000923	1.34221872670969	0.335495539279223	0.183681291549271	1.41046817821993
TCONS_00001293	0	0	0.598753301024246	1.00314761577295
TCONS_00001348	0	0	0	1.91193976273557
